,Sales,Order Month,Order Year
7931,230.28,July,2017
7932,105.52,July,2017
2237,44.4,July,2017
6966,6.46,July,2017
6963,22.32,July,2017
6962,10.2,July,2017
3364,9.552,July,2017
6967,60.12,July,2017
6964,24.1,July,2017
187,37.224,July,2017
188,20.016,July,2017
6965,75.98,July,2017
599,143.982,July,2017
600,494.376,July,2017
601,5.84,July,2017
2045,162.64,July,2017
2046,597.0,July,2017
7841,45.96,July,2017
2047,55.48,July,2017
42,77.88,July,2017
6279,12.816,July,2017
6278,20.784,July,2017
6277,69.52,July,2017
6273,12.42,July,2017
6275,24.75,July,2017
6274,428.4,July,2017
3109,7.64,July,2017
3111,265.17,July,2017
3108,242.94,July,2017
6276,87.71,July,2017
3107,21.93,July,2017
3110,51.84,July,2017
1841,140.81,July,2017
1202,854.352,July,2017
6847,55.992,July,2017
1204,338.04,July,2017
8140,18.496,July,2017
3660,33.8,July,2017
8139,284.08,July,2017
4729,15.576,July,2017
1203,593.568,July,2017
8138,11.264,July,2017
1201,1.872,July,2017
1200,544.008,July,2017
5989,504.9,July,2017
5987,245.94,July,2017
5986,87.92,July,2017
5988,8.6,July,2017
7277,35.984,July,2017
5985,77.56,July,2017
5984,185.58,July,2017
7278,389.97,July,2017
7986,89.95,July,2017
5666,99.488,July,2017
5663,18.656,July,2017
5665,66.688,July,2017
5833,363.92,July,2017
6560,3.15,July,2017
5664,11.088,July,2017
2070,1.941,July,2017
6559,419.9,July,2017
5832,6.264,July,2017
8757,51.84,July,2017
8756,37.68,July,2017
8759,5.4,July,2017
8758,27.42,July,2017
1116,6.3,July,2017
1527,11.648,July,2017
1526,4.16,July,2017
5452,86.2,July,2017
4443,32.4,July,2017
4442,29.2,July,2017
4441,965.85,July,2017
4440,109.95,July,2017
7071,4.448,July,2017
7072,5.184,July,2017
7073,175.92,July,2017
7074,4.752,July,2017
7075,13.344,July,2017
8704,115.136,July,2017
833,35.216,July,2017
834,23.696,July,2017
835,265.475,July,2017
4236,11.416,July,2017
6761,253.764,July,2017
8740,73.2,July,2017
3009,243.88,July,2017
8308,37.17,July,2017
3105,15.712,July,2017
1986,1439.976,July,2017
3580,2430.08,July,2017
499,69.3,July,2017
497,255.76,July,2017
3578,7.89,July,2017
498,241.568,July,2017
496,119.616,July,2017
3579,65.5,July,2017
5243,10.44,July,2017
2155,21.48,July,2017
5445,20.936,July,2017
5678,20.44,July,2017
6926,18.9,July,2017
9592,302.72,July,2017
9591,24.7,July,2017
8633,9.48,July,2017
8631,177.45,July,2017
8632,1369.764,July,2017
5679,109.92,July,2017
8649,27.396,July,2017
3444,84.784,July,2017
4878,2.214,July,2017
8648,704.76,July,2017
2173,9.264,July,2017
7455,1036.624,July,2017
7907,715.64,July,2017
7454,9.248,July,2017
8167,863.128,July,2017
4674,272.94,July,2017
4673,118.99,July,2017
4671,283.14,July,2017
4672,635.96,July,2017
6850,1565.88,August,2017
7807,30.828,August,2017
7808,47.616,August,2017
6851,106.05,August,2017
7809,108.784,August,2017
1827,1127.976,August,2017
8382,241.5,August,2017
8507,146.352,August,2017
7235,69.456,August,2017
7234,12.96,August,2017
7233,113.6,August,2017
1047,102.36,August,2017
1046,1363.96,August,2017
8811,207.144,August,2017
8506,27.96,August,2017
8505,8.856,August,2017
1704,9.702,August,2017
8812,13.9,August,2017
6417,5.984,August,2017
6416,108.576,August,2017
6716,30.0,August,2017
1199,1088.792,August,2017
1198,95.984,August,2017
1197,431.928,August,2017
4195,24.7,August,2017
354,388.704,August,2017
355,8.26,August,2017
356,17.04,August,2017
357,34.4,August,2017
6717,25.92,August,2017
5507,17.92,August,2017
905,12.96,August,2017
904,64.96,August,2017
903,20.04,August,2017
3673,121.104,August,2017
3672,8.872,August,2017
6718,159.92,August,2017
6150,354.9,August,2017
1631,10.688,August,2017
1634,58.112,August,2017
1601,211.96,August,2017
1633,25.12,August,2017
1632,10.368,August,2017
1630,1006.056,August,2017
4814,17.94,August,2017
1923,47.616,August,2017
7603,12.96,August,2017
3254,107.984,August,2017
1940,662.88,August,2017
1939,8.736,August,2017
3255,19.296,August,2017
1938,33.488,August,2017
1937,19.968,August,2017
3814,823.96,August,2017
1922,863.64,August,2017
3815,15.984,August,2017
5256,10.56,August,2017
1800,53.952,August,2017
3195,23.34,August,2017
3498,15.24,August,2017
3497,487.92,August,2017
3496,513.024,August,2017
1799,11.168,August,2017
3004,207.48,August,2017
2591,601.47,August,2017
2544,14.76,August,2017
2543,173.94,August,2017
7400,43.13,August,2017
398,35.952,August,2017
399,2396.2656,August,2017
4392,70.368,August,2017
4393,59.96,August,2017
6833,146.04,August,2017
400,131.136,August,2017
2027,67.136,August,2017
401,57.584,August,2017
5082,35.168,August,2017
7401,30.87,August,2017
5083,64.704,August,2017
7465,261.74,August,2017
7464,34.24,August,2017
7463,14.88,August,2017
2026,33.024,August,2017
2590,14.136,August,2017
5506,61.96,August,2017
5974,387.72,August,2017
5766,60.144,August,2017
2556,51.712,August,2017
0,261.96,August,2017
1,731.94,August,2017
8440,10.584,August,2017
5748,16.56,August,2017
1298,114.95,August,2017
3478,8.56,August,2017
3479,45.36,August,2017
3480,1421.664,August,2017
3103,12.957,August,2017
5747,68.112,August,2017
9161,405.86,August,2017
9162,680.01,August,2017
5746,249.584,August,2017
5590,352.38,August,2017
5589,34.05,August,2017
36,190.92,August,2017
35,1097.544,August,2017
7924,22.32,August,2017
7925,103.6,August,2017
6021,71.98,August,2017
1746,11.232,August,2017
6020,17.34,August,2017
8875,185.376,August,2017
8876,58.924,August,2017
3762,241.96,August,2017
3763,8.52,August,2017
1747,10.272,August,2017
5379,15.54,August,2017
5380,105.552,August,2017
8691,247.188,August,2017
8692,279.96,August,2017
7048,15.552,August,2017
8690,259.896,August,2017
8894,312.03,August,2017
636,18.882,August,2017
2857,225.296,August,2017
637,122.328,August,2017
8895,17.94,August,2017
8896,165.6,August,2017
1087,71.976,August,2017
1088,3.15,August,2017
2554,705.544,August,2017
8897,37.52,August,2017
6133,161.28,August,2017
2658,10.86,August,2017
7888,32.4,August,2017
3349,15.712,August,2017
2955,39.99,August,2017
6056,83.84,August,2017
9125,5.344,August,2017
6055,2.068,August,2017
802,355.32,August,2017
9124,9.552,August,2017
7097,25.32,August,2017
7096,276.784,August,2017
7095,146.688,August,2017
1901,14.78,August,2017
8830,33.44,August,2017
5312,28.048,August,2017
5311,9.216,August,2017
6867,31.984,August,2017
5629,815.292,August,2017
6866,254.97,August,2017
6869,12.96,August,2017
6865,91.96,August,2017
6868,2887.056,August,2017
6870,47.52,August,2017
6864,12.672,August,2017
9616,5.76,August,2017
656,134.288,August,2017
655,3.318,August,2017
9022,98.328,August,2017
654,113.552,August,2017
4899,26.352,August,2017
4106,4.312,August,2017
7735,19.44,August,2017
3116,43.1,August,2017
5614,21.3,August,2017
5615,1040.8,August,2017
5616,29.34,August,2017
3117,15.88,August,2017
3115,532.704,August,2017
3114,34.68,August,2017
3113,135.9,August,2017
3112,837.6,August,2017
3018,666.4,August,2017
3017,22.608,August,2017
3016,727.296,August,2017
7988,37.59,August,2017
7987,25.2,August,2017
7989,14.97,August,2017
7990,1.98,August,2017
9585,31.008,August,2017
9310,146.688,August,2017
3932,47.984,August,2017
3931,5.472,August,2017
6694,47.97,August,2017
7705,479.97,August,2017
7704,447.84,August,2017
7703,209.97,August,2017
992,10.23,August,2017
993,154.9,August,2017
4583,8.26,August,2017
7702,11.56,August,2017
5447,249.95,August,2017
7706,8.64,August,2017
8356,186.54,August,2017
1462,159.984,August,2017
2856,1603.136,August,2017
1463,1024.716,August,2017
5446,33.0,August,2017
1869,6.48,August,2017
3346,29.0,August,2017
3345,11.68,August,2017
3344,81.54,August,2017
3343,59.97,August,2017
3342,244.615,August,2017
3341,122.97,August,2017
5602,14.16,August,2017
7251,9.216,August,2017
744,4.624,August,2017
743,3.528,August,2017
742,51.52,August,2017
745,55.168,August,2017
5603,79.92,August,2017
2692,108.576,August,2017
2691,15.48,August,2017
4069,13.14,August,2017
4070,10.024,August,2017
4071,156.3728,August,2017
8425,18.432,August,2017
4683,241.92,August,2017
4684,163.88,August,2017
4685,3.486,August,2017
4686,10.584,August,2017
100,95.976,August,2017
99,64.624,August,2017
101,1.788,August,2017
1175,27.93,August,2017
1241,22.0,August,2017
6337,339.96,August,2017
327,54.224,August,2017
328,786.744,August,2017
329,100.24,August,2017
330,37.764,August,2017
6336,47.04,August,2017
326,290.898,August,2017
5773,23.968,August,2017
3208,349.95,September,2017
3209,377.928,September,2017
3701,15.168,September,2017
8841,89.97,September,2017
8842,31.86,September,2017
8333,17.94,September,2017
8331,11.21,September,2017
8332,354.9,September,2017
8159,199.75,September,2017
8334,51.8,September,2017
1559,35.352,September,2017
5399,556.665,September,2017
3054,5.28,September,2017
3053,517.9,September,2017
8918,18.528,September,2017
7832,19.136,September,2017
5582,8.0,September,2017
8914,856.656,September,2017
8915,13.184,September,2017
8916,48.784,September,2017
8411,27.86,September,2017
1556,9.344,September,2017
1557,79.36,September,2017
493,93.98,September,2017
8917,76.64,September,2017
6846,32.04,September,2017
2838,695.7,September,2017
6046,692.94,September,2017
1926,177.48,September,2017
5467,122.352,September,2017
1412,165.28,September,2017
1411,408.006,September,2017
3518,569.536,September,2017
3517,44.784,September,2017
3516,30.816,September,2017
9159,4.338,September,2017
9160,11.88,September,2017
991,14.624,September,2017
3567,15.008,September,2017
2994,55.36,September,2017
7356,1.408,September,2017
7357,169.568,September,2017
2784,23.976,September,2017
6507,332.832,September,2017
6506,19.136,September,2017
8613,479.97,September,2017
21,19.46,September,2017
22,60.34,September,2017
8554,1056.86,September,2017
1312,122.12,September,2017
1311,3.69,September,2017
2033,9.328,September,2017
4979,20.568,September,2017
2032,9.392,September,2017
3738,10.9,September,2017
3739,59.98,September,2017
4980,4.356,September,2017
4981,19.04,September,2017
4751,40.68,September,2017
3257,79.974,September,2017
6710,273.92,September,2017
3258,2.946,September,2017
3740,61.929,September,2017
7382,16.9,September,2017
7380,14.4,September,2017
7387,1336.44,September,2017
7388,29.97,September,2017
7386,373.08,September,2017
7385,17.64,September,2017
7384,378.0,September,2017
7381,149.95,September,2017
7383,17.61,September,2017
7379,40.74,September,2017
9781,673.568,September,2017
2553,25.92,September,2017
9780,437.85,September,2017
4517,48.664,September,2017
924,841.568,September,2017
9426,35.4,September,2017
8783,1128.39,September,2017
8782,20.416,September,2017
816,5.344,September,2017
4516,21.4,September,2017
6998,12.96,September,2017
8891,121.78,September,2017
7270,273.666,September,2017
7271,17.48,September,2017
89,20.1,September,2017
1507,396.0,September,2017
3719,33.4,September,2017
9027,14.82,September,2017
3310,232.4,September,2017
9089,295.4,September,2017
91,6.48,September,2017
9448,12.32,September,2017
9028,191.82,September,2017
2256,109.48,September,2017
2255,437.85,September,2017
3249,105.584,September,2017
3248,113.888,September,2017
90,73.584,September,2017
3541,5.352,September,2017
3542,99.372,September,2017
5882,885.528,September,2017
5881,368.91,September,2017
4346,631.782,September,2017
3543,2.672,September,2017
5880,801.568,September,2017
4663,3.0,September,2017
2013,350.98,September,2017
4347,60.72,September,2017
70,4.616,September,2017
9612,239.984,September,2017
755,383.438,September,2017
2014,13.08,September,2017
2015,900.08,September,2017
8467,8.928,September,2017
657,701.372,September,2017
658,2.308,September,2017
7165,69.52,September,2017
4769,11.952,September,2017
2020,1606.23,September,2017
2117,159.88,September,2017
2880,25.44,September,2017
3717,5.04,September,2017
3718,249.95,September,2017
2881,27.93,September,2017
2021,17.04,September,2017
4770,6.24,September,2017
4581,25.632,September,2017
2023,872.32,September,2017
2022,49.53,September,2017
3414,48.64,September,2017
9280,163.88,September,2017
5605,17.088,September,2017
8483,83.7,September,2017
8045,393.25,September,2017
3413,77.52,September,2017
3412,11.76,September,2017
3411,271.984,September,2017
5606,98.392,September,2017
3410,65.79,September,2017
6464,13.28,September,2017
8176,128.34,September,2017
7353,16.52,September,2017
9446,35.88,September,2017
4665,16.56,September,2017
4664,7.506,September,2017
3621,63.936,September,2017
3620,40.776,September,2017
3964,7.872,September,2017
9720,18.96,September,2017
9553,68.432,September,2017
5241,13.68,September,2017
9351,184.752,September,2017
9350,13.216,September,2017
5299,18.9,September,2017
2368,532.704,September,2017
6052,11.952,September,2017
6053,28.0,September,2017
6054,12.201,September,2017
5298,4.08,September,2017
3746,368.97,September,2017
3745,118.25,September,2017
5633,10.528,September,2017
2369,4.912,September,2017
5871,127.95,September,2017
5396,63.2,September,2017
1313,155.372,September,2017
2330,41.96,September,2017
2331,41.7,September,2017
5662,511.056,September,2017
5661,21.44,September,2017
6284,563.24,September,2017
6283,304.9,September,2017
5680,6.38,September,2017
5681,6.48,September,2017
6262,442.372,September,2017
1458,15.936,September,2017
9537,477.666,September,2017
7724,286.256,September,2017
7725,24.224,September,2017
7726,331.536,September,2017
1409,393.165,September,2017
4518,16.56,September,2017
4081,5.022,September,2017
5620,3.04,September,2017
4080,60.048,September,2017
5621,201.96,September,2017
5622,68.64,September,2017
5619,499.95,September,2017
5215,29.9,September,2017
7729,431.976,September,2017
4031,236.88,September,2017
4032,29.9,September,2017
4033,100.0,September,2017
8321,15.624,September,2017
5214,35.4,September,2017
458,8.928,September,2017
457,747.558,September,2017
9086,93.032,September,2017
4189,9.99,September,2017
9413,6.816,September,2017
9087,454.965,September,2017
5212,51.45,September,2017
5723,12.96,September,2017
5213,7.83,September,2017
2650,424.9575,September,2017
6907,1001.584,September,2017
7126,13.89,September,2017
2403,956.6648,September,2017
7125,17.94,September,2017
5398,2.907,September,2017
376,99.136,September,2017
9331,859.2,September,2017
867,15.936,September,2017
5356,27.24,September,2017
3501,25.92,September,2017
3500,62.94,September,2017
1076,40.88,September,2017
1682,18.97,September,2017
8087,10.496,September,2017
3499,209.97,September,2017
6945,523.92,September,2017
4224,1.964,September,2017
4667,69.98,October,2017
4666,79.92,October,2017
6969,24.85,October,2017
1875,176.784,October,2017
8099,26.85,October,2017
6014,4158.912,October,2017
6013,14.9,October,2017
9411,104.696,October,2017
8100,3357.6,October,2017
4062,39.992,October,2017
6736,579.51,October,2017
6735,113.76,October,2017
4500,23.2,October,2017
6737,150.66,October,2017
4499,12.96,October,2017
899,8.904,October,2017
7473,13.568,October,2017
6738,48.032,October,2017
8248,743.988,October,2017
9378,7.072,October,2017
6572,11.96,October,2017
558,32.4,October,2017
556,20.7,October,2017
557,1335.68,October,2017
4582,23.616,October,2017
1732,338.04,October,2017
1733,154.24,October,2017
4822,44.856,October,2017
7237,341.991,October,2017
535,16.768,October,2017
1619,6.69,October,2017
1618,59.48,October,2017
9085,276.784,October,2017
2205,67.56,October,2017
6706,519.68,October,2017
2494,719.96,October,2017
2493,300.93,October,2017
8617,39.624,October,2017
8614,7.38,October,2017
8616,81.98,October,2017
8615,14.256,October,2017
7273,4.095,October,2017
7272,20.608,October,2017
7967,90.882,October,2017
7968,15.992,October,2017
7969,120.784,October,2017
8373,29.74,October,2017
4863,49.848,October,2017
3893,279.944,October,2017
9249,881.93,October,2017
4862,20.368,October,2017
9248,3.64,October,2017
2868,38.976,October,2017
3641,69.888,October,2017
6791,9.98,October,2017
895,70.008,October,2017
1291,32.4,October,2017
1290,13.216,October,2017
2340,41.86,October,2017
5047,14.7,October,2017
894,155.82,October,2017
4511,81.96,October,2017
4510,37.3,October,2017
5045,720.76,October,2017
5044,61.4,October,2017
5043,467.46,October,2017
5042,129.92,October,2017
5041,67.71,October,2017
5046,5.184,October,2017
3633,9.216,October,2017
8567,31.104,October,2017
8801,221.98,October,2017
3634,41.958,October,2017
2867,14.72,October,2017
3635,89.568,October,2017
3636,22.248,October,2017
3637,334.88,October,2017
3640,178.92,October,2017
3639,4.624,October,2017
8802,341.96,October,2017
3638,148.288,October,2017
7616,18.54,October,2017
8187,62.82,October,2017
7617,679.96,October,2017
2192,65.34,October,2017
2191,153.552,October,2017
2193,123.92,October,2017
2194,35.1,October,2017
249,321.568,October,2017
252,80.58,October,2017
253,361.92,October,2017
3939,1424.9,October,2017
2195,44.75,October,2017
5524,80.28,October,2017
137,76.176,October,2017
6440,34.7,October,2017
6441,99.87,October,2017
6442,37.94,October,2017
6443,24.9,October,2017
6444,82.26,October,2017
138,65.88,October,2017
1864,24.96,October,2017
139,43.12,October,2017
133,20.04,October,2017
1863,727.45,October,2017
2165,139.92,October,2017
134,35.44,October,2017
136,4.02,October,2017
2164,8.288,October,2017
2166,15.872,October,2017
135,11.52,October,2017
2163,191.976,October,2017
2167,6.286,October,2017
3800,102.592,October,2017
3801,22.704,October,2017
3803,12.768,October,2017
3804,35.008,October,2017
3802,93.024,October,2017
1484,177.0,October,2017
9513,1649.75,October,2017
9505,111.96,October,2017
9504,1091.93,October,2017
3805,39.152,October,2017
3694,232.96,October,2017
2175,45.68,October,2017
2176,60.12,October,2017
2519,29.46,October,2017
2177,41.72,October,2017
2521,12.96,October,2017
2522,5.5,October,2017
3695,66.54,October,2017
2523,121.6,October,2017
2178,71.6,October,2017
2518,20.16,October,2017
3696,43.26,October,2017
2520,868.59,October,2017
7316,142.182,October,2017
8890,1927.59,October,2017
9201,315.98,October,2017
8889,449.97,October,2017
8370,120.666,October,2017
1498,18.16,October,2017
9200,120.98,October,2017
2885,307.92,October,2017
8085,61.1,October,2017
8272,387.136,October,2017
6219,191.98,October,2017
6218,125.7,October,2017
6207,56.686,October,2017
512,7.152,October,2017
6220,20.86,October,2017
6610,19.296,October,2017
6206,25.248,October,2017
6205,51.016,October,2017
9706,242.136,October,2017
369,1043.92,October,2017
9707,12.39,October,2017
366,23.2,October,2017
3485,7.92,October,2017
9708,19.96,October,2017
1104,22.92,October,2017
8029,106.08,October,2017
367,7.36,October,2017
7821,111.672,October,2017
6285,661.176,October,2017
7816,113.22,October,2017
7817,35.88,October,2017
7818,4535.976,October,2017
9709,340.92,October,2017
2775,154.44,October,2017
6203,235.152,October,2017
368,104.79,October,2017
4185,98.16,October,2017
883,31.4,October,2017
6580,8.34,October,2017
6581,101.94,October,2017
6579,6.68,October,2017
3976,39.92,October,2017
5135,17.05,October,2017
651,379.4,October,2017
1810,54.816,October,2017
1809,16.156,October,2017
8693,450.0,October,2017
5624,359.98,October,2017
7759,15.552,October,2017
5623,100.0,October,2017
6633,199.99,October,2017
6286,239.976,October,2017
2800,783.96,October,2017
4387,25.032,October,2017
9533,40.67,October,2017
9534,33.48,October,2017
9535,9.728,October,2017
4386,43.92,October,2017
8597,67.136,October,2017
478,40.2,October,2017
9532,427.644,October,2017
4514,290.98,October,2017
3877,38.19,October,2017
300,56.91,October,2017
301,77.6,October,2017
1261,17.616,October,2017
299,1082.48,October,2017
298,32.4,October,2017
381,50.96,October,2017
217,93.06,October,2017
382,49.536,October,2017
218,302.376,October,2017
1237,165.048,October,2017
7202,756.8,October,2017
4950,12.42,October,2017
302,14.28,October,2017
1236,63.968,October,2017
1235,37.425,October,2017
1234,47.952,October,2017
1535,40.74,October,2017
6240,11.744,October,2017
3167,67.0,October,2017
1536,11.67,October,2017
9203,114.95,October,2017
9701,3.62,October,2017
9202,28.752,October,2017
3291,11.68,October,2017
6421,332.94,October,2017
9759,1403.92,October,2017
2447,492.835,October,2017
6418,21.96,October,2017
6419,368.97,October,2017
6420,12.39,October,2017
6137,32.064,October,2017
3786,1085.42,October,2017
1027,15.588,November,2017
1026,63.312,November,2017
1025,15.552,November,2017
8521,54.992,November,2017
1808,69.93,November,2017
2759,481.32,November,2017
2758,76.92,November,2017
9697,30.336,November,2017
45,17.46,November,2017
44,45.98,November,2017
1461,244.006,November,2017
160,5.98,November,2017
2429,12.544,November,2017
2757,239.97,November,2017
2427,1.344,November,2017
5669,389.97,November,2017
5668,53.984,November,2017
5667,14.62,November,2017
8369,902.712,November,2017
2428,8.272,November,2017
8307,77.56,November,2017
8306,41.86,November,2017
8305,32.4,November,2017
251,3347.37,November,2017
3593,22.428,November,2017
6109,1.908,November,2017
6108,6.0,November,2017
5239,332.94,November,2017
7208,20.736,November,2017
7207,2.912,November,2017
613,728.946,November,2017
7209,9.568,November,2017
612,8.448,November,2017
4640,11.09,November,2017
4639,1599.92,November,2017
5413,224.75,November,2017
250,7.61,November,2017
5240,39.872,November,2017
3594,37.52,November,2017
9751,27.72,November,2017
9750,5.344,November,2017
2514,47.992,November,2017
7029,28.14,November,2017
1779,59.97,November,2017
4724,9.888,November,2017
4725,671.544,November,2017
1780,83.36,November,2017
7030,36.0,November,2017
8468,2678.94,November,2017
9399,14.112,November,2017
2513,95.968,November,2017
7031,92.94,November,2017
2782,257.98,November,2017
7033,55.008,November,2017
2883,6.96,November,2017
8121,31.504,November,2017
8120,451.152,November,2017
8119,41.96,November,2017
7032,245.646,November,2017
7034,35.232,November,2017
7054,363.92,November,2017
1135,85.224,November,2017
9695,73.536,November,2017
7050,209.6,November,2017
7051,23.32,November,2017
7052,30.98,November,2017
630,243.384,November,2017
631,119.8,November,2017
632,300.768,November,2017
7053,119.96,November,2017
648,14.8,November,2017
650,316.0,November,2017
6184,403.92,November,2017
7059,83.42,November,2017
7058,50.22,November,2017
53,15.26,November,2017
7057,892.136,November,2017
7056,122.688,November,2017
54,1029.95,November,2017
7055,35.808,November,2017
649,302.376,November,2017
7060,5.872,November,2017
1602,6.672,November,2017
5997,328.59,November,2017
5993,64.96,November,2017
5994,13.52,November,2017
5995,458.43,November,2017
5996,387.136,November,2017
6117,14.94,November,2017
1883,217.056,November,2017
4626,77.55,November,2017
3259,3.136,November,2017
4628,140.75,November,2017
4627,24.88,November,2017
6116,2279.96,November,2017
1477,52.136,November,2017
5137,30.36,November,2017
1801,4.18,November,2017
4629,36.63,November,2017
1000,44.02,November,2017
7195,19.54,November,2017
7128,19.92,November,2017
7127,16.45,November,2017
2265,8.26,November,2017
6029,9.84,November,2017
7179,89.97,November,2017
2263,499.98,November,2017
2264,5.28,November,2017
4812,1199.976,November,2017
4813,48.576,November,2017
4529,2.296,November,2017
4530,408.006,November,2017
4531,40.44,November,2017
2503,7.38,November,2017
4811,380.058,November,2017
9178,23.65,November,2017
9177,13.98,November,2017
8410,630.024,November,2017
2239,1016.792,November,2017
2240,38.136,November,2017
4396,361.376,November,2017
1910,99.39,November,2017
162,28.4,November,2017
6790,8.32,November,2017
8566,15.232,November,2017
8565,67.176,November,2017
5114,10.776,November,2017
8665,49.5,November,2017
4374,103.968,November,2017
2510,1117.92,November,2017
5162,301.96,November,2017
3947,6.368,November,2017
4960,67.84,November,2017
8157,595.0,November,2017
5516,1319.96,November,2017
3950,255.108,November,2017
4959,61.192,November,2017
9586,61.12,November,2017
3949,19.648,November,2017
3948,48.848,November,2017
1112,1.192,November,2017
1111,10.368,November,2017
6028,18.48,November,2017
8323,44.75,November,2017
682,68.6,November,2017
680,14.352,November,2017
681,64.96,November,2017
1475,17.712,November,2017
1110,71.96,November,2017
8322,8.74,November,2017
1105,100.704,November,2017
1109,40.968,November,2017
1108,58.368,November,2017
1107,10.78,November,2017
1474,17.28,November,2017
1106,2.328,November,2017
5235,54.96,November,2017
9465,31.96,November,2017
290,18.496,November,2017
289,19.096,November,2017
5478,128.4,November,2017
1035,14.427,November,2017
3240,7.068,November,2017
3239,122.92,November,2017
4408,4.91,November,2017
4407,314.55,November,2017
1034,2.628,November,2017
5365,151.192,November,2017
291,255.984,November,2017
6834,27.88,November,2017
1033,15.696,November,2017
4406,9.08,November,2017
3238,318.43,November,2017
292,86.97,November,2017
6493,244.768,November,2017
6492,39.72,November,2017
158,14.62,November,2017
159,944.93,November,2017
6491,289.568,November,2017
5397,39.0,November,2017
4825,77.952,November,2017
4823,30.345,November,2017
3032,195.136,November,2017
4824,127.554,November,2017
9215,32.4,November,2017
5890,38.432,November,2017
5891,21.568,November,2017
5892,81.576,November,2017
6370,113.568,November,2017
3522,404.94,November,2017
3521,40.46,November,2017
5982,12.96,November,2017
6082,6.216,November,2017
1289,20.82,November,2017
6086,4.488,November,2017
6084,24.032,November,2017
6085,2.088,November,2017
8079,134.272,November,2017
1287,39.88,November,2017
1288,12.192,November,2017
2773,49.44,November,2017
6083,23.616,November,2017
2919,14.368,November,2017
2920,70.448,November,2017
2918,15.8,November,2017
3892,559.92,November,2017
1663,41.92,November,2017
6243,25.35,November,2017
5701,139.96,November,2017
1503,9.94,November,2017
3890,659.9,November,2017
3891,1684.752,November,2017
1398,88.4,November,2017
4271,207.76,November,2017
1397,11.56,November,2017
1399,6.48,November,2017
4115,1219.96,November,2017
1502,33.52,November,2017
3524,657.552,November,2017
1059,4.416,November,2017
1666,94.992,November,2017
1396,17.216,November,2017
1667,74.352,November,2017
9769,339.92,November,2017
1668,14.04,November,2017
9770,10.528,November,2017
1665,4.344,November,2017
9771,42.384,November,2017
1664,297.576,November,2017
1893,24.784,November,2017
8372,82.26,November,2017
5700,40.752,November,2017
7773,59.976,November,2017
6573,563.4,November,2017
7686,1568.61,November,2017
7687,17.3,November,2017
7772,4499.985,November,2017
3463,5.08,November,2017
8646,194.352,November,2017
6574,319.92,November,2017
8342,73.36,November,2017
6977,59.98,November,2017
7771,456.588,November,2017
7688,160.0,November,2017
9123,78.759,November,2017
1451,70.98,November,2017
9649,3406.664,November,2017
8384,13.36,November,2017
9652,595.38,November,2017
1453,33.75,November,2017
7728,17.856,November,2017
2241,494.982,November,2017
2072,7.312,November,2017
9651,64.96,November,2017
1454,3040.0,November,2017
5273,3.744,November,2017
8383,59.97,November,2017
5923,313.176,November,2017
9650,37.17,November,2017
1452,91.68,November,2017
3476,152.0,November,2017
3475,34.95,November,2017
7200,116.76,November,2017
1772,62.4,November,2017
1771,97.984,November,2017
5901,31.56,November,2017
8622,39.808,November,2017
7201,331.023,November,2017
2211,167.292,November,2017
1931,271.992,November,2017
2849,7.434,November,2017
4887,101.7,November,2017
4888,1126.02,November,2017
4886,182.67,November,2017
4889,1263.3,November,2017
7367,347.802,November,2017
7366,32.544,November,2017
7365,6.888,November,2017
7364,12.672,November,2017
7363,340.182,November,2017
185,7.16,November,2017
7878,242.176,November,2017
3611,58.416,November,2017
8533,389.97,November,2017
8531,13.76,November,2017
8532,496.86,November,2017
3486,36.192,November,2017
8530,33.36,November,2017
7193,1350.12,December,2017
7194,15.92,December,2017
5957,154.9,December,2017
5956,676.55,December,2017
803,12.96,December,2017
8479,19.98,December,2017
5958,30.56,December,2017
5959,770.352,December,2017
3606,29.34,December,2017
9134,129.552,December,2017
9135,51.984,December,2017
1131,63.9,December,2017
9136,10.272,December,2017
7362,36.624,December,2017
7361,194.352,December,2017
7360,19.44,December,2017
1130,40.99,December,2017
1129,343.92,December,2017
5774,638.288,December,2017
5775,13.208,December,2017
3771,82.368,December,2017
1589,10.96,December,2017
7076,54.9,December,2017
9272,631.96,December,2017
9495,120.0,December,2017
9496,8.67,December,2017
9271,10.02,December,2017
2,14.62,December,2017
80,16.74,December,2017
436,1007.979,December,2017
437,313.488,December,2017
8718,11.264,December,2017
8719,15.552,December,2017
8720,379.372,December,2017
8721,67.536,December,2017
8722,1.524,December,2017
8716,64.384,December,2017
8717,6.984,December,2017
2902,23.12,December,2017
7148,52.56,December,2017
123,68.04,December,2017
7147,92.94,December,2017
122,115.02,December,2017
121,226.56,December,2017
8224,12.96,December,2017
120,30.84,December,2017
79,208.16,December,2017
8223,185.88,December,2017
119,47.04,December,2017
477,95.76,December,2017
8136,562.2925,December,2017
1086,6.48,December,2017
4645,145.764,December,2017
9402,209.148,December,2017
9716,37.312,December,2017
9403,1591.02,December,2017
2572,1399.944,December,2017
8806,40.48,December,2017
7252,68.52,December,2017
312,6.264,December,2017
8770,83.136,December,2017
8769,146.952,December,2017
310,466.768,December,2017
6843,67.9,December,2017
309,15.136,December,2017
6724,10.47,December,2017
6841,20.7,December,2017
6842,11.34,December,2017
6725,11.07,December,2017
6726,20.704,December,2017
6844,1059.12,December,2017
